DPM1
HDAC4
RASSF1
IFI35
HEATR6
MEF2A
OTUD5
TFE3
TBC1D25
ACSL4
INPP5A
GPKOW
GRIPAP1
PRR11
REEP1
ATP11A
POLR1A
LAPTM4A
TTC7A
IP6K2
SRBD1
KIF2A
RASGRP2
PSME4
SIRT2
PPP2R5B
MAST4
ADGRF5
SDK2
NUP133
NUCKS1
VPS35
DNAJA2
KCNAB2
ABCC9
CLEC2D
FUNDC1
MAOB
RORA
TGFBR3
PLA2G10
ATP1B3
NEDD4
PIGB
MAPK6
GNB5
RAB27A
CECR5
UFD1L
LRP6
GUCY2C
PHRF1
IKBKAP
NUCB2
PFN2
PTPN3
DAPP1
FGF10
SLC44A1
TMEM260
SMG6
EXOC5
CLTCL1
FSTL3
DGCR2
RNF126
ZXDC
JMJD6
POLB
ST6GALNAC1
GBA2
NDST1
AP3M2
ST6GALNAC2
PABPC1
TESK2
CSNK2A2
PTPN21
EIF2B3
TCOF1
CDC42
OSBPL3
RAD18
ATP2B1
NCK2
MAP4K4
MGAT4A
RPL31
WDR1
SNX13
ARHGAP10
RPS6KA2
ING3
VASH1
WBSCR22
SEL1L
TCF3
DAZAP1
HLTF
FAM3A
CPSF1
MYO3B
CYBRD1
CDH19
PDCD2
RDH11
PRKACA
ADGRL1
ACTN1
ZFYVE26
EPN2
PTPN18
LIMS2
SPEG
ALDH3A2
TFRC
SREBF1
AFF4
UBE2D1
MPP5
RHOBTB1
SMC1A
MARK2
HMMR
CHFR
P4HA2
NFATC3
TRNT1
STK10
FBXW11
ACAP1
CRMP1
DERL2
SIDT1
NDE1
MRVI1
TMEM38A
AP1M1
XRCC1
SCARB1
MCM2
SELO
ALPK1
LLGL2
PDE8A
CLCN4
GSDMB
KDM5A
PPP2R3A
FERMT2
DHRS9
IGF2BP2
MAP3K13
ST6GAL1
TBX21
FRY
PICALM
NSF
GLI2
CLASP1
NOTCH3
CLNS1A
PPP2R2C
TEAD2
EED
CDHR2
TSG101
NCBP3
ATP2A3
MGLL
NTN4
NUAK1
DPP8
SLC24A1
ZNF532
LMAN1
HACD3
IPCEF1
ZZEF1
ENO1
MYDGF
ANO8
TUBE1
ARHGEF10L
TXK
TIPIN
SRI
EIF4G3
NUP37
GTSE1
SEMA3C
TTC38
ACAT1
GRAMD4
CELSR1
ZNF638
SLC25A40
TIMM21
ADD2
RASAL2
VPS9D1
MARK3
SLC25A3
FNDC3B
FOSL2
CACNG4
FRYL
TMEM131
FSCN1
ACTB
MOCOS
PLD1
ATP12A
WDR62
DLG1
RAB7A
BCAP29
SEC31B
SART3
ARHGAP15
EXOSC7
KIFAP3
MKRN2
REXO2
RBMS2
BAZ2A
PTPN23
MLH1
UNG
FMO4
KLHL20
PLXNA2
ANKRD13A
TPD52
ACACB
PAG1
GPATCH1
NT5C2
GPC4
MBNL3
CAMSAP3
RAP1GAP
XAB2
ARHGEF1
MAP2K7
DGKD
CTTNBP2
RARB
TOP2B
TM9SF3
NFKB2
UBE2T
PPP1R12B
DNAJC10
GTF3C1
IL4R
USP33
PAK3
SNRPA
DYNC1I2
APBB1IP
LRCH4
FAM76B
SIRT6
POLD3
CAPZB
GPR137B
NAALAD2
JADE1
SLC25A43
UBE2A
FGFR1
FBLN1
ITGA8
CST7
MAP2
PIAS2
AMPH
ARAF
MCCC1
LAMP3
FAP
NEBL
ACER3
UBE2K
PIK3C3
N4BP2
TULP3
SYNJ2
ADCY2
PPP2R5C
PMS2P1
GNB1
EDN1
MLLT10
ZCWPW1
P2RY10
ITM2A
NRDC
VDAC3
PCM1
TNRC6C
CBFA2T2
ITCH
MYH7B
TOLLIP
UBE2D4
RUNX1T1
CDH17
THOC1
FKBP7
OSBPL6
SLC1A3
XRCC5
SP140
MKNK1
TNS1
REXO1
SAR1A
CDC14A
SENP1
FDFT1
PAFAH1B3
OPHN1
KIF22
SCGN
CARMIL1
PGM1
DDX1
DNM2
EPB41L2
MOXD1
STX7
KEAP1
DDX43
PTPRH
SLC35C2
CRYBG3
SCTR
RFX3
RIF1
RAB21
SLC4A4
SMARCA2
SESN1
COL5A3
PUM3
CNOT4
PSEN1
CLDND1
MOK
HSP90AA1
RBL1
DLGAP4
NDC80
AP4E1
RSBN1
MAGI3
COL4A4
TCF7
OSTM1
PCNP
EXD2
ARG2
MEF2C
PTPRC
STK17B
CDC14B
ZNF510
DUSP12
AACS
KIAA0141
CADPS2
HSPB11
PHLPP1
ATP8B1
SMARCD3
WDR70
FYB
STRADB
BZW1
PGR
ME2
C5orf22
CCNT2
FAM135A
EPB41L3
COBLL1
DLG3
SERTAD4
TRAF5
MRPL22
GEMIN5
SEMA5B
GSK3B
ITGB5
ERC1
XPO1
DOPEY1
LYRM2
BCKDHB
KAT6A
ZCCHC6
ULK2
GRHL2
TNPO1
PLOD1
ITGAE
DIS3
PIBF1
TDRD3
NUFIP1
PDS5B
OXCT1
RRAGB
CYLD
SLC27A5
ZNF586
ZNF446
ZNF264
RPS5
FAT1
YTHDC1
CHMP2B
SMAP2
PPIE
ZMPSTE24
STARD7
NOA1
REST
SSH1
APLP2
FAM234B
WBP11
EIF3I
COL16A1
NCOA1
AGBL5
EFR3B
KIF3C
RAB10
GCKR
HADHA
CAD
CD59
CD82
BCORL1
ATRX
AK6
MYNN
MECOM
SCAMP1
PREP
HACE1
SEH1L
WDR47
SLC25A24
MAP3K4
PILRA
ABCB1
ZNF213
CPNE3
CTTN
MTIF2
DDHD2
TTC39A
EPS15
MGST2
ATG16L1
USP40
POMGNT1
RAD54L
MAST2
DNAJA1
B4GALT1
CHMP5
NFX1
IPO11
EIF2AK1
EPDR1
SNX10
SEPHS1
ITPKC
TMED2
ERO1B
ZFAND6
HSD17B2
TXLNG
LAT2
HUWE1
ZW10
NOX4
ACOX3
MTMR2
PPP1R15A
HSD17B14
TRIP6
ACHE
SRRT
BAX
NLK
ADAMTS2
TMPRSS11E
PGS1
UIMC1
CETP
MMP2
LPCAT2
GNAO1
OGFOD1
SH3BP2
ADD1
L2HGDH
TXNDC16
NID2
GMCL1
SF3B2
KLHL42
GNAS
DNM1L
PHACTR3
ERGIC2
AURKA
CASS4
PIR
AAMDC
RFX2
METTL2A
ALG6
PTPN4
DDX18
KHSRP
GNA11
ASAP3
EDEM2
DNMT3B
TPX2
FER1L4
EPB41L1
SLC15A1
DOCK9
ANKRD10
TGDS
DOCK3
COQ9
TMEM40
KIF9
ARHGAP28
PPP1R13B
ATRN
SMOX
SIGLEC1
NSFL1C
C20orf194
ZNF343
EBF4
MAVS
LZTS3
F11
XRN2
KIZ
DYNLL1
TESC
SNX5
RPL6
MAPKAPK5
P2RX7
ESF1
RBBP9
ANAPC5
SLC23A2
SLC8B1
TMEM230
DZANK1
KDM2B
TASP1
GCN1
RPLP0
PXN
SIRT4
KIF16B
PEBP1
BRAP
ERP29
FUS
IGBP1
FXYD5
ZNF302
GRAMD1A
HEPH
CDIP1
GANAB
GMIP
RBM41
BIRC5
MLF2
DDX24
ZBTB25
ARHGAP4
DHX32
RCOR1
GPATCH2L
LTBP4
BLVRB
SLC9A1
SPTLC1
PAPOLA
CCNK
MRPS33
NDUFB2
NUDC
MAEA
STRN4
IRAK3
LYZ
SI
MUL1
TFAP4
PDCD7
SPG21
P3H2
RAB11FIP3
GNPTG
ZNF268
GOLGA3
CERS4
MCOLN1
USP48
PDPR
AARS
GLG1
KIF4A
TNRC6A
PLEKHG2
PITPNM2
EXOC1
OSBPL8
DTX2
NLRC4
PUS7
NRCAM
LAMB1
SLC26A3
DLD
WDR7
TXNL1
ABCC6
CMTM6
ITGA6
RAPGEF4
AC013461.1
FH
SEL1L3
CDV3
ALKBH5
APOH
NLRP1
PITPNM3
SPAG7
ORC6
ZFHX4
ZC3HC1
ESR1
RGS17
CD200
CCDC80
PPP2R3C
SLC7A8
OSGEP
SCFD1
G2E3
HECTD1
HNRNPC
SUPT16H
TOX4
GEMIN2
SEMA6A
TRPM7
TYRO3
WDR76
SNAP23
TBX15
PHGDH
EZR
MYL6
AGO1
TEKT2
RFFL
UNC13D
MFSD11
DPYSL2
TGFB2
GPATCH2
NUP50
CDC45
COMT
CECR1
VNN3
ECHDC1
LRRFIP2
SEC22C
XYLB
HDAC6
GABRP
CDC6
UPRT
CDC23
AAAS
CBX5
SUCO
MSH2
MAP3K1
HOOK2
ARCN1
EPB41L4B
TMEM38B
PSMD5
PTGS1
NUP188
SH2D3C
NANS
TBC1D2
WHRN
PDE6C
CWF19L1
BTAF1
IKZF5
BLNK
TLL2
SORBS1
CRTAC1
BAMBI
MYO3A
WAC
CREM
HIVEP1
FKBP5
SRPK1
BRPF3
MRPS18A
PGC
TMEM14A
EFHC1
HSP90AB1
ITPR3
ZNF184
DSP
SIRT1
HNRNPH3
IFT74
JAK2
IL12RB1
ABL1
ACOT7
SH3GLB1
CDC7
SYDE2
PCSK5
SCD
ABLIM1
ERMP1
RAB18
NRP1
HSD17B7P2
PRTFDC1
PALMD
TSPAN15
H2AFY2
FAM21A
MAST3
MYO9B
KCNK6
CATSPERG
PSMD8
FBXL19
STX1B
SETD1A
BCL7C
EFNA2
PRKY
HNRNPM
MARCH2
NDUFB7
TECR
CDC34
MISP
POLR2E
POLRMT
PALM
MADCAM1
MKNK2
ZDHHC8
KLHL22
MED15
SNAP29
CRKL
SMARCB1
BCL2L13
CABIN1
TBC1D10A
SF3A1
GGT5
RNF215
PPIL2
YPEL1
PES1
MAPK1
PPM1F
SLC35E4
TOP3B
CYTH4
DGCR14
CRYBB2P1
MFNG
CARD10
LRP5L
GRK3
LGALS2
GGA1
HIRA
LGALS1
HPS4
PIK3IP1
SRRD
TRIOBP
TFIP11
GCAT
ANKRD54
EIF3L
SNU13
MICALL1
POLR2F
CCDC134
TTC28
SLC5A1
TPTEP1
KDELR3
DDX17
DMC1
TCF20
HSCB
CBY1
TOMM22
RSPH14
XBP1
RTCB
JOSD1
FBXO7
GTPBP1
POLDIP3
RAB36
PPP6R2
SBF1
SUN2
CYB5R3
RHBDD3
PACSIN2
TTLL1
AP1B1
HMGXB4
TOM1
CHKB
BIK
HMOX1
MCAT
THOC5
MCM5
ARSA
TTLL12
CBX7
ZMAT5
RBFOX2
SYNGR1
TAB1
ASCC2
MTMR3
MIEF1
APOL1
MYH9
SAMM50
TXN2
FOXRED2
GRAP2
EIF3D
TNRC6B
KIAA0930
SLC25A17
FAM118A
ST13
RBX1
EP300
L3MBTL2
RANGAP1
ZC3H7B
PHF5A
ACO2
POLR3H
TRMU
PMM1
DESI1
CERK
BRD1
ZBED4
FKBP3
RBM23
PRMT5
COCH
AP4S1
POLE2
VCPKMT
SOS2
CDKL1
NIN
PYGL
TRIM9
PSMC6
GNPNAT1
DDHD1
CDKN3
CNIH1
CGRRF1
ATP6V1D
C14orf105
PLEK2
PIGH
LRRC74A
VTI1B
GSTZ1
KIAA0586
TMED8
AHSA1
DAAM1
SPTLC2
RIN3
LGMN
ALKBH1
ITPK1
PPM1A
GALNT16
ASB2
CEP128
ERH
HIF1A
SUSD6
SRSF5
EIF5
DICER1
ZFYVE21
MTHFD1
TCL1A
ZC3H14
TELO2
PCNX1
GSKIP
VRK1
PSMC1
PAPLN
RPS6KA5
PPP4R3A
C14orf93
PSMB5
YY1
ACIN1
CCNB1IP1
TRIP11
ARHGAP5
CINP
SRP54
CHD8
NFKBIA
BRMS1L
REC8
SEC23A
PNN
NFATC4
PLTP
PCIF1
GSS
TRPC4AP
PYGB
ABHD12
PROCR
GINS1
NINL
CD40
UQCC1
ZMYND8
SGK2
IFT52
MYBL2
HNF4A
NDRG3
SLA2
NFATC2
PABPC1L
STK4
SALL4
ADNP
DOK5
CSTF1
BMP7
TPD52L2
DNAJC5
NELFCD
CTSZ
PRPF6
PRELID3B
MTG2
PSMA7
NTSR1
TCFL5
DIDO1
GID8
PTK6
GMEB2
CDC25B
ISM1
RNF24
NDUFAF5
TRIB3
RASSF2
CSNK2A1
SLC52A3
CDS2
HM13
SEC23B
FERMT1
PLCB4
HCK
TM9SF4
TLDC2
CRNKL1
POFUT1
SAMHD1
PAK5
KIF3B
MANBAL
MAPRE1
JAG1
CDK5RAP1
SNTA1
TTI1
RPRD1B
PXMP4
CHMP4B
CST3
ACTR5
WFDC2
AHCY
PPP1R16B
FAM83D
DHX35
DNTTIP1
MAP1LC3A
SYNDIG1
PIGU
ACOT8
CELF4
ZNF516
ADNP2
USP14
VAPA
METTL4
LPIN2
SMCHD1
MYOM1
MYL12A
CEP192
RNMT
SMAD7
LIPG
ANKRD12
POLI
MIB1
RBBP8
RIOK3
CSTF2
MXRA5
VSIG1
ATG4A
STS
TBL1X
POLA1
MID1
NKAP
ALG13
PRPS2
MOSPD1
AMMECR1
CHRDL1
WDR13
XIAP
STAG2
ATP11C
ABCD1
CCDC22
SYP
PLP2
BMX
PLS3
RENBP
ELF4
SMARCA1
ZC3H12B
RBBP7
SLC25A14
FMR1
PQBP1
TAZ
PGK1
MAGT1
SMS
CD99L2
EEA1
RP2
JADE3
USP11
PCYT1B
HTATSF1
CD40LG
FGD1
PIN4
KLF8
SRPX2
SYTL4
ZDHHC15
PBDC1
RUBCNL
NDFIP2
TNFSF13B
FNDC3A
CDADC1
CAB39L
KLF5
STK24
DNAJC3
UGGT2
ARHGEF7
SUPT20H
MRPS31
SLC25A15
KPNA3
FLT1
RGCC
VWA8
DGKH
KATNAL1
INTS6
TSC22D1
OLFM4
MGRN1
MAPK3
GDPD3
ELMO3
PHKB
LYRM1
NUTF2
NUP93
CENPT
TSNAXIP1
NFAT5
LONP2
N4BP1
PLLP
ZNF423
DHODH
CTCF
MMP15
USB1
CYB5B
CCDC113
NDRG4
PSMD7
SLC38A7
VAC14
HAS3
TANGO6
COG4
SMPD3
SLC7A6OS
SLC7A6
PLA2G15
FA2H
WDR59
AXIN1
NPRL3
MLYCD
MPG
HSDL1
TAF1C
WFDC1
COTL1
USP10
CRISPLD2
TSC2
ZNF500
NME4
ABCC1
NOMO3
LMF1
NARFL
CLCN7
SLC7A5
FBXO31
NUBP1
UBE2I
CRYM
EEF2K
CAPN15
PIEZO1
GSPT1
CLUAP1
UBFD1
EARS2
TCEB2
GGA2
CPPED1
USP31
HMOX2
DNAJA3
BFAR
SALL1
TOX3
RBL2
QPRT
XYLT1
RPGRIP1L
CDIPT
KAT8
NOMO1
IL21R
SYT17
TMC5
CCP110
C16orf62
RNF40
AAGAB
IQCH
LACTB
CORO2B
CSK
HERC1
TRIP4
MTFMT
RASL12
AP3B2
IGDCC4
RAB11A
CTSH
TTC23
CD276
FAH
CEMIP
RPAP1
HOMER2
EHD4
TMEM87A
ZNF106
CEP152
ATP8B4
DTWD1
FAM189A1
GABPB1
TJP1
BMF
DMXL2
SCG3
DNAJC17
EIF3J
SPG11
VPS18
MYEF2
SGK3
PDGFRL
CSPP1
ZDHHC2
TRIM35
ZFAND1
CA2
FZD3
INTS9
RIPK2
NBN
CPQ
DECR1
CALB1
IMPAD1
SFRP1
LAPTM4B
POP1
NIPAL2
IKBKB
PLAT
JPH1
STK3
GDAP1
RAB2A
EIF3E
EMC2
ESRP1
WISP1
NDRG1
IL7
STMN2
ARMC1
TRPS1
SPAG1
CHRAC1
NCALD
SNX16
UBR5
PYCRL
EEF1D
ANXA13
SQLE
SH2D4A
INTS10
ERI1
SLC39A14
MTMR9
LEPROTL1
DCTN6
R3HCC1
GSR
TNFRSF10A
UBXN8
PPP2CB
ERICH1
TUSC3
KLHDC4
MCM4
KCTD9
ASAH1
BNIP3L
MAN2B1
KCNN4
NUCB1
DHDH
GYS1
MAP4K1
HNRNPL
NFKBIB
SNRNP70
CLPTM1
RELB
CLASRP
LIN7B
FCGRT
PIH1D1
PPP1R13L
PEX11G
ERCC2
DOT1L
KLC3
CD37
SF3A2
TRMT1
STX10
DMPK
TBC1D17
IL4I1
TLE6
CCDC130
PTOV1
AES
NOVA2
SGTA
LILRB1
MED25
C19orf53
TIMM44
CCDC61
IL27RA
ASF1B
TNNT1
VRK3
FAM32A
PPP6R1
OLFM2
RASAL3
AKAP8
ILVBL
POP4
URI1
ANKRD27
TIMM50
DYRK1B
GPI
AKT2
PLD3
PRX
PIAS4
NUMBL
EBI3
CCDC94
TBCB
FSD1
PRKD2
TJP3
CCDC9
HNRNPUL1
FZR1
BBC3
TGFB1
DENND3
ATP5SL
CEACAM4
PLIN3
MYH14
RPS19
GLTSCR2
TYK2
CDC37
NAPA
MEIS3
PTPRS
MEGF8
KDELR1
GRIN2D
CCDC114
CARD8
LIG1
ZNF175
PLA2G4C
RAB3D
DBP
PLPPR2
FAM83E
RASIP1
BCAT2
MIER2
PLEKHA4
PPP2R1A
TNPO2
GCDH
DNASE2
PRPF31
TFPT
JAK3
ARRDC2
ELL
CRTC1
COMP
ARMC6
USF2
LSR
FKBP8
SUGP1
ZNF14
PBX4
GSK3A
ATP13A1
ZNF574
GRIK5
SIPA1L3
ZNF85
ETHE1
CADM4
SMG9
AVL9
RUNDC3B
CFAP69
GTPBP10
CDK6
PMPCB
DNAJC2
BET1
NAMPT
TWISTNB
PIK3CG
PON3
PON2
ITGB8
HBP1
DUS4L
SP4
WDR91
DNAH11
CBLL1
MTPN
STEAP1B
PTN
MPP6
DFNA5
ZC3HAV1
TTC26
OGDH
TFEC
H2AFV
CAV2
CAV1
MET
RNF32
LMBR1
DNAJB6
HOXA3
BRAT1
IQCE
VIPR2
TSPAN12
SSBP1
CPED1
HIBADH
TAX1BP1
CPVL
GRB10
COBL
PLEKHA8
STX1A
NOD1
GARS
EPHB6
NSUN5P2
CASP2
CHCHD2
PDAP1
BUD31
CYP3A5
ZKSCAN1
EIF3B
SNX8
PTPRZ1
TAF6
WASL
AIMP2
TFR2
RBM28
USP42
IMPDH1
AGFG2
LSM5
SERPINE1
MOGAT3
C1GALT1
PLOD3
ZNHIT1
GLCCI1
PHF14
NRF1
TMEM106B
EZH2
CEP41
ZNF862
SFRP4
MEST
MEOX2
ANKMY2
ACTR3C
POU6F2
TSPAN13
AGR2
AHR
CHCHD3
GIMAP2
GLI3
MRPL32
COA1
BLVRA
URGCP
TMEM248
STAG3L4
RHEB
PRKAG2
POLD2
BCL7B
YKT6
TBL2
CLIP2
EIF4H
LIMK1
SPATA6L
SLC1A1
FKTN
FSD1L
CNTNAP3
SPIN1
NMRK1
TMEM245
PRUNE2
MEGF9
TRIM14
CORO2A
TGFBR1
SEC61B
C5
TLE4
PTGR1
SUSD1
AMBP
AKNA
DNM1
ENG
AK1
CDC37L1
PLGRKT
TBC1D13
RIC1
KDM4C
DOCK8
KANK1
NCS1
CA9
FUBP3
CREB3
MPDZ
DDX58
PIP5K1B
GLIS3
BAG1
RAPGEF1
NPDC1
APBA1
SETX
UBE2R2
ABHD17B
ZFAND5
PDLIM1
GATA3
HPS1
PHYH
DNMBP
RAB11FIP2
CXCL12
ERLIN1
EIF3A
CUBN
TRDMT1
DDX50
MAPK8
SEC23IP
ATE1
NSMCE4A
PLEKHA1
PALD1
UNC5B
CDH23
SPOCK2
MICU1
PPP3CB
CCSER2
BMPR1A
MINPP1
ACTA2
LIPA
FBXW4
TNKS2
GBF1
